status_id,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
137,8,8,0,8,0,0,0,0,0
138,10,9,0,10,0,0,0,0,0
139,39,8,0,39,0,0,0,0,0
140,49,11,0,47,2,0,0,0,0
143,251,17,0,244,7,0,0,0,0
147,321,5,0,307,11,2,1,0,0
148,103,8,3,99,4,0,0,0,0
151,648,13,0,627,18,3,0,0,0
154,341,3,0,331,8,2,0,0,0
156,201,0,0,195,4,2,0,0,0
157,43,7,0,41,2,0,0,0,0
158,40,7,0,39,1,0,0,0,0
159,58,14,0,57,1,0,0,0,0
161,148,4,3,144,4,0,0,0,0
162,150,24,2,144,6,0,0,0,0
163,53,12,0,53,0,0,0,0,0
166,171,4,1,166,5,0,0,0,0
167,4410,633,257,4315,73,17,5,0,0
169,181,20,0,180,1,0,0,0,0
170,267,20,1,249,8,10,0,0,0
171,60,7,0,59,1,0,0,0,0
172,98,23,5,95,2,1,0,0,0
174,255,18,0,244,11,0,0,0,0
175,174,6,1,167,5,2,0,0,0
176,64,5,1,59,5,0,0,0,0
177,62,3,0,58,4,0,0,0,0
179,110,18,6,110,0,0,0,0,0
180,119,12,7,117,2,0,0,0,0
181,42,11,0,41,0,1,0,0,0
183,54,10,0,53,1,0,0,0,0
184,82,8,0,80,1,0,0,1,0
185,18,8,0,18,0,0,0,0,0
186,147,17,7,141,5,1,0,0,0
187,80,8,0,79,1,0,0,0,0
189,629,11,1,607,18,4,0,0,0
190,69,2,0,67,2,0,0,0,0
192,30,2,0,27,3,0,0,0,0
193,65,1,0,62,2,1,0,0,0
194,161,7,0,153,8,0,0,0,0
196,47,7,0,47,0,0,0,0,0
197,182,3,4,177,5,0,0,0,0
200,16,10,0,15,1,0,0,0,0
201,30,9,0,30,0,0,0,0,0
202,57,7,0,57,0,0,0,0,0
203,74,6,3,74,0,0,0,0,0
205,19,3,0,19,0,0,0,0,0
206,176,3,0,175,0,1,0,0,0
207,133,7,0,133,0,0,0,0,0
208,162,6,2,158,3,1,0,0,0
213,43,6,0,42,1,0,0,0,0
214,14,6,0,13,1,0,0,0,0
216,50,8,2,49,1,0,0,0,0
217,94,23,6,94,0,0,0,0,0
219,168,7,1,167,1,0,0,0,0
220,248,14,0,241,7,0,0,0,0
221,422,6,0,410,8,3,1,0,0
222,189,3,0,184,2,0,3,0,0
223,390,17,2,382,5,3,0,0,0
224,618,28,0,597,14,7,0,0,0
225,191,2,2,188,2,1,0,0,0
227,364,7,2,347,15,2,0,0,0
228,51,10,0,51,0,0,0,0,0
230,369,14,1,362,7,0,0,0,0
231,138,16,6,133,4,1,0,0,0
232,96,9,1,93,1,2,0,0,0
233,186,11,0,184,1,1,0,0,0
234,487,15,0,461,14,12,0,0,0
236,383,8,1,367,13,3,0,0,0
237,216,0,1,211,5,0,0,0,0
238,48,0,0,45,2,1,0,0,0
240,185,11,1,175,10,0,0,0,0
241,259,1,1,251,7,0,1,0,0
242,299,9,0,291,8,0,0,0,0
243,199,9,1,186,13,0,0,0,0
244,717,40,1,680,30,7,0,0,0
245,155,2,0,150,5,0,0,0,0
246,293,8,0,282,11,0,0,0,0
247,243,6,0,237,5,1,0,0,0
248,264,2,0,256,2,5,0,0,0
249,313,3,0,297,7,6,0,0,0
250,208,1,0,201,7,0,0,0,0
251,216,0,0,209,6,1,0,0,0
252,247,6,0,234,9,1,0,0,0
253,152,1,0,146,5,1,0,0,0
254,387,3,0,368,16,1,0,0,0
255,178,9,0,170,6,0,0,0,0
256,218,4,0,212,5,1,0,0,0
257,270,3,0,256,10,3,0,0,0
258,351,4,1,344,6,0,0,0,0
259,232,0,2,224,8,0,0,0,0
260,252,3,0,244,4,4,0,0,0
261,122,0,0,114,8,0,0,0,0
262,209,4,0,199,9,1,0,0,0
263,305,5,1,295,10,0,0,0,0
264,71,10,2,70,1,0,0,0,0
265,290,12,0,275,13,1,1,0,0
266,67,6,3,66,0,1,0,0,0
267,783,11,0,752,30,1,0,0,0
268,77,2,0,76,1,0,0,0,0
270,103,0,0,100,2,1,0,0,0
272,239,5,2,229,8,0,0,2,0
273,111,6,0,110,1,0,0,0,0
278,177,2,0,173,2,2,0,0,0
279,520,8,0,505,13,2,0,0,0
280,134,2,0,132,2,0,0,0,0
281,228,1,1,220,7,1,0,0,0
283,166,5,2,159,7,0,0,0,0
285,127,7,1,125,2,0,0,0,0
286,30,0,0,29,0,1,0,0,0
288,252,5,0,239,9,4,0,0,0
289,287,0,0,286,0,1,0,0,0
290,264,8,3,257,5,2,0,0,0
291,152,5,1,148,3,1,0,0,0
292,61,5,0,57,3,1,0,0,0
295,188,0,0,184,4,0,0,0,0
297,189,2,0,182,5,2,0,0,0
298,178,5,0,175,3,0,0,0,0
299,318,7,0,313,4,1,0,0,0
300,362,9,0,352,7,3,0,0,0
301,48,6,0,48,0,0,0,0,0
302,248,1,0,244,3,1,0,0,0
303,520,2,0,509,11,0,0,0,0
304,97,8,2,94,3,0,0,0,0
305,400,16,0,392,6,2,0,0,0
306,218,0,0,212,6,0,0,0,0
307,77,13,4,77,0,0,0,0,0
308,204,4,0,198,3,3,0,0,0
309,405,6,0,399,6,0,0,0,0
310,210,0,0,204,6,0,0,0,0
311,214,1,0,208,5,1,0,0,0
312,374,4,0,360,7,7,0,0,0
313,457,3,0,444,10,3,0,0,0
314,215,0,0,205,8,2,0,0,0
316,38,6,3,38,0,0,0,0,0
317,168,1,0,168,0,0,0,0,0
318,277,0,0,274,2,1,0,0,0
319,196,1,0,190,6,0,0,0,0
320,100,3,0,99,1,0,0,0,0
321,85,4,0,79,4,2,0,0,0
322,34,10,6,34,0,0,0,0,0
323,41,9,0,39,1,1,0,0,0
324,23,5,1,22,1,0,0,0,0
326,161,9,2,158,3,0,0,0,0
327,279,0,0,276,3,0,0,0,0
328,97,9,3,95,2,0,0,0,0
329,489,3,0,480,6,3,0,0,0
330,245,4,0,242,3,0,0,0,0
331,270,5,0,268,2,0,0,0,0
332,166,11,1,165,1,0,0,0,0
334,33,9,1,33,0,0,0,0,0
335,72,1,0,72,0,0,0,0,0
336,174,0,0,173,1,0,0,0,0
337,192,0,0,186,3,3,0,0,0
339,231,0,0,230,0,1,0,0,0
340,138,1,0,135,2,1,0,0,0
341,104,6,1,102,2,0,0,0,0
342,91,10,4,90,0,1,0,0,0
343,682,22,0,657,12,13,0,0,0
345,629,16,1,610,16,2,1,0,0
347,272,9,0,268,2,2,0,0,0
348,213,2,2,207,6,0,0,0,0
349,225,2,0,220,5,0,0,0,0
350,463,48,2,450,8,4,1,0,0
351,285,7,0,276,8,1,0,0,0
352,526,18,0,512,12,2,0,0,0
353,418,4,0,406,9,3,0,0,0
354,515,10,0,505,9,0,1,0,0
355,377,5,0,365,10,2,0,0,0
356,1186,37,1,1161,19,6,0,0,0
358,424,8,1,411,13,0,0,0,0
359,119,16,0,105,0,0,0,8,6
360,67,9,0,66,1,0,0,0,0
361,439,10,3,424,15,0,0,0,0
363,690,10,0,667,21,2,0,0,0
365,491,16,0,478,11,2,0,0,0
366,63,1,0,61,0,2,0,0,0
368,320,17,0,309,9,1,1,0,0
370,85,9,2,83,2,0,0,0,0
371,99,13,0,98,1,0,0,0,0
372,213,13,1,212,1,0,0,0,0
373,156,12,0,154,2,0,0,0,0
375,246,8,0,241,3,2,0,0,0
376,225,2,0,219,6,0,0,0,0
378,146,1,0,142,2,2,0,0,0
379,212,0,1,206,5,0,1,0,0
380,229,3,0,225,4,0,0,0,0
381,66,2,0,64,1,1,0,0,0
382,158,0,0,157,1,0,0,0,0
383,301,7,0,288,6,6,0,1,0
386,398,11,0,390,4,4,0,0,0
387,89,4,0,86,3,0,0,0,0
388,151,0,0,146,3,2,0,0,0
389,155,5,0,152,2,0,1,0,0
393,132,3,0,123,5,4,0,0,0
394,149,3,0,142,5,2,0,0,0
395,274,9,0,260,11,2,1,0,0
399,289,23,0,279,7,3,0,0,0
400,209,10,0,204,4,1,0,0,0
402,265,11,0,259,6,0,0,0,0
403,301,10,0,294,6,1,0,0,0
404,213,5,0,209,4,0,0,0,0
405,210,3,0,206,4,0,0,0,0
406,408,11,0,393,9,6,0,0,0
407,223,6,0,215,7,1,0,0,0
408,359,4,0,353,5,1,0,0,0
409,535,2,0,485,27,0,0,23,0
410,362,10,0,354,8,0,0,0,0
412,156,2,0,151,5,0,0,0,0
416,161,6,0,158,3,0,0,0,0
417,279,8,0,273,6,0,0,0,0
418,288,6,0,281,5,2,0,0,0
419,230,8,0,221,8,1,0,0,0
420,271,12,0,262,6,3,0,0,0
421,113,2,1,107,3,2,0,1,0
423,306,4,0,301,3,2,0,0,0
424,566,10,0,548,4,14,0,0,0
425,186,1,1,184,0,2,0,0,0
429,373,8,0,365,5,3,0,0,0
430,403,5,0,392,8,3,0,0,0
431,139,14,0,138,1,0,0,0,0
432,148,16,5,146,1,1,0,0,0
433,270,8,0,265,4,1,0,0,0
434,343,8,0,334,7,1,1,0,0
435,254,5,0,252,2,0,0,0,0
436,304,9,6,298,5,1,0,0,0
437,437,6,0,433,4,0,0,0,0
438,412,4,2,399,13,0,0,0,0
439,183,11,0,175,6,2,0,0,0
440,353,8,2,342,9,1,1,0,0
441,144,14,1,142,2,0,0,0,0
442,905,10,5,876,21,8,0,0,0
444,276,4,0,264,8,3,1,0,0
445,227,3,4,218,8,1,0,0,0
447,478,12,0,463,11,4,0,0,0
448,189,22,2,185,3,1,0,0,0
449,211,7,0,207,4,0,0,0,0
450,296,2,0,293,3,0,0,0,0
452,113,2,0,109,4,0,0,0,0
454,223,3,0,213,5,5,0,0,0
455,322,8,1,311,8,3,0,0,0
456,235,3,0,230,4,0,1,0,0
457,163,1,0,160,3,0,0,0,0
458,373,4,3,367,5,1,0,0,0
460,129,2,0,123,5,1,0,0,0
461,245,7,0,234,6,4,0,1,0
462,272,9,0,264,6,2,0,0,0
464,135,9,1,131,3,1,0,0,0
465,333,44,0,325,6,2,0,0,0
466,96,3,0,94,2,0,0,0,0
467,210,7,0,203,7,0,0,0,0
469,192,8,0,189,3,0,0,0,0
470,152,2,0,151,1,0,0,0,0
471,222,3,0,216,6,0,0,0,0
472,227,1,0,223,2,2,0,0,0
473,542,21,1,521,11,9,1,0,0
475,263,8,0,258,3,0,1,1,0
478,190,11,1,182,5,3,0,0,0
479,320,4,1,309,10,1,0,0,0
480,266,8,0,254,9,3,0,0,0
484,278,8,0,267,9,2,0,0,0
486,196,7,8,190,2,4,0,0,0
488,180,4,0,166,12,2,0,0,0
489,236,8,0,228,8,0,0,0,0
494,133,4,2,128,5,0,0,0,0
495,170,11,2,159,11,0,0,0,0
496,304,13,0,294,9,1,0,0,0
497,150,5,0,148,1,1,0,0,0
498,387,8,0,375,9,3,0,0,0
500,261,36,1,256,5,0,0,0,0
501,477,12,0,468,6,3,0,0,0
502,154,19,7,153,1,0,0,0,0
503,130,13,2,124,3,2,1,0,0
504,307,0,0,294,12,0,1,0,0
505,113,12,5,111,2,0,0,0,0
506,77,4,2,77,0,0,0,0,0
508,209,9,0,206,2,0,1,0,0
509,99,0,3,98,1,0,0,0,0
511,182,2,21,180,2,0,0,0,0
512,155,1,4,148,4,0,0,3,0
516,52,0,0,52,0,0,0,0,0
518,2,0,37,2,0,0,0,0,0
519,347,0,1,335,12,0,0,0,0
520,99,0,30,97,2,0,0,0,0
521,210,0,6,202,4,0,0,4,0
522,178,0,0,171,7,0,0,0,0
523,149,0,1,143,5,1,0,0,0
524,77,0,1,73,0,0,0,4,0
527,86,0,3,85,1,0,0,0,0
528,120,0,2,119,1,0,0,0,0
529,234,0,0,224,6,0,0,4,0
530,280,0,1,277,3,0,0,0,0
531,319,5,0,308,5,0,0,6,0
533,251,5,0,249,0,0,0,2,0
535,1,0,37,1,0,0,0,0,0
536,1,0,1,1,0,0,0,0,0
537,264,2,0,261,3,0,0,0,0
538,218,2,5,214,0,0,0,4,0
539,52,0,4,52,0,0,0,0,0
541,67,0,1,66,1,0,0,0,0
542,266,9,1,237,1,0,0,28,0
543,165,0,0,156,5,0,0,4,0
545,247,1,0,239,8,0,0,0,0
546,379,0,0,373,3,0,0,3,0
547,305,1,0,284,8,0,0,13,0
548,26,0,0,23,0,3,0,0,0
549,28,0,0,27,1,0,0,0,0
550,37,0,0,35,2,0,0,0,0
551,46,0,0,46,0,0,0,0,0
552,164,2,13,150,8,0,1,5,0
553,282,0,0,278,4,0,0,0,0
555,68,3,0,68,0,0,0,0,0
556,73,1,17,66,4,0,0,3,0
557,641,0,0,628,11,2,0,0,0
558,122,0,0,115,7,0,0,0,0
559,654,1,50,617,32,0,0,5,0
560,245,2,0,239,3,0,0,3,0
561,173,0,0,173,0,0,0,0,0
562,64,0,1,64,0,0,0,0,0
563,495,9,227,443,42,0,0,10,0
564,144,0,0,137,2,0,0,5,0
565,476,3,212,452,16,0,0,8,0
566,4,0,41,4,0,0,0,0,0
567,48,0,1,43,1,0,0,4,0
569,199,0,5,179,1,0,0,19,0
571,30,0,0,30,0,0,0,0,0
572,190,1,0,168,5,0,0,17,0
573,96,0,5,90,0,0,0,6,0
574,295,3,10,243,1,0,0,51,0
575,102,0,1,87,2,0,0,13,0
576,52,0,2,46,0,0,0,6,0
577,71,0,5,61,0,0,0,10,0
578,95,1,2,73,1,0,0,21,0
579,132,10,1,124,5,1,0,2,0
581,187,6,0,182,5,0,0,0,0
582,124,2,0,119,3,2,0,0,0
585,156,4,0,152,3,0,1,0,0
586,148,26,0,144,4,0,0,0,0
587,195,14,0,190,5,0,0,0,0
588,229,7,0,220,5,4,0,0,0
591,127,6,0,124,3,0,0,0,0
595,148,4,0,144,4,0,0,0,0
598,164,17,1,156,7,1,0,0,0
600,153,19,1,147,3,2,1,0,0
601,173,1,58,172,0,0,0,1,0
602,168,1,1,160,6,2,0,0,0
604,198,4,6,193,4,0,1,0,0
607,105,3,3,101,3,1,0,0,0
608,272,5,4,265,4,3,0,0,0
609,148,9,6,143,2,3,0,0,0
610,91,13,14,86,2,3,0,0,0
612,60,3,0,56,1,3,0,0,0
613,110,2,0,107,2,0,1,0,0
615,122,18,20,120,1,1,0,0,0
616,105,4,1,102,2,1,0,0,0
617,56,1,0,54,1,1,0,0,0
618,219,5,0,213,6,0,0,0,0
620,109,3,0,105,2,2,0,0,0
621,50,1,1,49,1,0,0,0,0
623,101,1,0,100,1,0,0,0,0
626,101,1,2,98,2,1,0,0,0
627,90,4,1,88,1,0,0,1,0
629,126,6,2,120,5,1,0,0,0
630,441,31,2,423,13,2,3,0,0
634,177,7,1,173,2,2,0,0,0
636,326,2,1,319,7,0,0,0,0
637,265,6,0,259,6,0,0,0,0
638,199,8,1,193,4,1,1,0,0
640,129,5,0,127,2,0,0,0,0
642,185,1,0,180,3,2,0,0,0
644,167,4,0,164,3,0,0,0,0
645,53,3,0,51,2,0,0,0,0
646,352,4,0,348,3,1,0,0,0
647,185,3,1,178,6,1,0,0,0
651,126,4,1,122,3,1,0,0,0
652,120,1,1,117,3,0,0,0,0
655,230,6,0,222,6,2,0,0,0
657,297,8,0,292,3,2,0,0,0
658,158,6,0,153,4,1,0,0,0
659,124,3,0,121,3,0,0,0,0
660,213,1,0,208,5,0,0,0,0
661,114,0,20,113,1,0,0,0,0
662,182,10,0,179,3,0,0,0,0
663,178,14,1,173,3,2,0,0,0
664,166,0,0,162,3,1,0,0,0
665,143,5,0,139,3,1,0,0,0
666,170,3,17,169,1,0,0,0,0
667,196,5,0,192,3,1,0,0,0
668,103,0,0,101,2,0,0,0,0
670,136,6,0,131,2,1,2,0,0
675,114,21,0,111,3,0,0,0,0
676,139,4,0,135,4,0,0,0,0
677,96,1,0,94,2,0,0,0,0
678,177,15,0,174,3,0,0,0,0
679,320,6,60,318,2,0,0,0,0
680,336,154,111,328,4,3,1,0,0
681,54,2,4,54,0,0,0,0,0
683,79,2,0,78,0,1,0,0,0
685,183,13,0,180,3,0,0,0,0
686,73,12,0,72,1,0,0,0,0
687,103,15,0,101,2,0,0,0,0
688,90,2,0,90,0,0,0,0,0
689,124,13,2,122,0,2,0,0,0
691,303,11,0,297,4,2,0,0,0
692,309,10,0,300,2,0,7,0,0
694,126,0,1,125,1,0,0,0,0
695,928,53,0,906,16,5,0,1,0
698,223,1,1,219,4,0,0,0,0
699,174,2,0,166,8,0,0,0,0
700,0,0,1,0,0,0,0,0,0
701,102,1,1,101,1,0,0,0,0
702,344,20,0,341,2,1,0,0,0
704,334,13,1,332,2,0,0,0,0
705,49,3,0,49,0,0,0,0,0
706,404,17,0,402,2,0,0,0,0
707,185,5,0,181,4,0,0,0,0
710,139,18,0,139,0,0,0,0,0
711,367,11,3,346,0,21,0,0,0
712,177,1,0,177,0,0,0,0,0
713,378,5,0,377,1,0,0,0,0
715,921,35,0,891,14,15,1,0,0
716,0,0,1,0,0,0,0,0,0
717,348,9,0,346,2,0,0,0,0
718,370,10,0,365,5,0,0,0,0
719,72,3,27,72,0,0,0,0,0
723,116,24,0,116,0,0,0,0,0
724,21,10,0,21,0,0,0,0,0
725,19,8,0,19,0,0,0,0,0
727,1542,18,1260,1520,12,6,0,4,0
728,48,14,0,48,0,0,0,0,0
729,69,15,2,68,1,0,0,0,0
730,96,18,1,96,0,0,0,0,0
731,235,1,0,232,3,0,0,0,0
732,130,4,0,128,0,2,0,0,0
733,111,19,2,110,1,0,0,0,0
734,89,20,1,87,2,0,0,0,0
735,20,11,0,20,0,0,0,0,0
736,74,15,0,74,0,0,0,0,0
737,63,18,2,61,2,0,0,0,0
739,62,11,0,61,1,0,0,0,0
740,141,24,2,140,0,1,0,0,0
741,140,1,0,138,1,1,0,0,0
742,124,21,1,119,2,3,0,0,0
743,107,16,1,106,1,0,0,0,0
744,139,16,0,139,0,0,0,0,0
745,264,27,3,264,0,0,0,0,0
748,64,11,0,64,0,0,0,0,0
749,173,11,0,170,2,0,1,0,0
750,165,15,1,165,0,0,0,0,0
751,79,18,0,78,1,0,0,0,0
752,130,19,2,128,2,0,0,0,0
753,534,0,0,526,5,2,0,0,1
755,432,5,0,429,3,0,0,0,0
758,316,3,0,309,4,3,0,0,0
759,68,16,3,68,0,0,0,0,0
760,193,3,0,189,0,3,1,0,0
762,131,0,0,131,0,0,0,0,0
764,67,11,0,67,0,0,0,0,0
766,217,1,0,215,2,0,0,0,0
767,398,3,0,395,3,0,0,0,0
768,99,14,1,99,0,0,0,0,0
769,138,1,0,136,1,1,0,0,0
770,134,0,1,133,0,1,0,0,0
771,267,9,0,263,0,3,1,0,0
773,409,6,0,404,4,1,0,0,0
774,263,5,0,260,3,0,0,0,0
775,210,2,0,209,1,0,0,0,0
776,104,14,0,103,1,0,0,0,0
778,286,2,0,285,1,0,0,0,0
779,179,1,0,177,2,0,0,0,0
780,190,1,0,187,2,1,0,0,0
781,163,1,0,161,1,1,0,0,0
782,424,7,0,421,3,0,0,0,0
783,181,3,0,180,1,0,0,0,0
784,139,2,0,138,0,1,0,0,0
785,775,18,0,762,5,8,0,0,0
786,368,2,0,364,1,3,0,0,0
788,218,2,0,217,1,0,0,0,0
790,326,10,0,325,1,0,0,0,0
794,70,21,1,70,0,0,0,0,0
795,58,0,0,58,0,0,0,0,0
796,61,16,0,60,0,1,0,0,0
797,66,14,1,65,1,0,0,0,0
798,81,14,1,80,0,1,0,0,0
800,167,0,0,165,1,1,0,0,0
802,140,13,0,137,1,2,0,0,0
803,243,4,0,243,0,0,0,0,0
804,199,3,0,197,0,2,0,0,0
805,354,15,0,349,4,1,0,0,0
809,51,8,0,51,0,0,0,0,0
811,619,15,0,615,4,0,0,0,0
812,231,30,5,227,1,3,0,0,0
813,86,14,1,85,1,0,0,0,0
814,63,9,0,63,0,0,0,0,0
816,200,18,1,197,1,2,0,0,0
817,180,15,1,178,1,1,0,0,0
821,208,6,0,208,0,0,0,0,0
822,145,2,0,145,0,0,0,0,0
824,250,11,0,246,4,0,0,0,0
829,360,10,0,356,4,0,0,0,0
830,280,9,0,279,0,1,0,0,0
835,111,15,0,108,2,1,0,0,0
838,358,10,3,354,0,4,0,0,0
845,325,13,1,322,3,0,0,0,0
848,441,10,0,431,3,7,0,0,0
849,260,6,0,260,0,0,0,0,0
850,31,14,0,31,0,0,0,0,0
852,147,1,0,147,0,0,0,0,0
859,318,2,0,312,3,3,0,0,0
860,59,14,0,58,1,0,0,0,0
861,54,0,0,52,1,0,1,0,0
871,156,0,0,155,1,0,0,0,0
872,118,13,0,117,1,0,0,0,0
874,26,2,0,26,0,0,0,0,0
875,120,0,0,119,0,1,0,0,0
877,90,13,1,90,0,0,0,0,0
879,73,5,0,72,0,1,0,0,0
880,183,15,0,182,1,0,0,0,0
881,67,14,0,66,0,1,0,0,0
883,110,3,0,110,0,0,0,0,0
886,139,4,0,138,0,1,0,0,0
888,60,1,0,59,0,1,0,0,0
889,214,6,0,211,3,0,0,0,0
890,160,1,0,158,2,0,0,0,0
891,322,8,0,320,2,0,0,0,0
892,348,3,2,345,2,1,0,0,0
893,292,10,1,285,5,2,0,0,0
895,251,20,4,248,2,1,0,0,0
903,147,2,17,144,2,1,0,0,0
904,231,5,1,220,7,4,0,0,0
907,261,4,0,248,6,6,1,0,0
908,225,0,20,222,3,0,0,0,0
909,148,16,0,140,3,4,1,0,0
911,543,22,0,501,29,11,2,0,0
913,249,10,1,249,0,0,0,0,0
914,629,7,0,625,2,1,1,0,0
916,279,18,2,279,0,0,0,0,0
921,12,5,0,12,0,0,0,0,0
922,10,4,0,10,0,0,0,0,0
927,80,4,0,80,0,0,0,0,0
928,83,8,0,83,0,0,0,0,0
929,66,2,1,66,0,0,0,0,0
930,421,3,0,421,0,0,0,0,0
931,246,5,1,246,0,0,0,0,0
932,151,0,0,151,0,0,0,0,0
933,304,6,0,304,0,0,0,0,0
934,263,19,2,263,0,0,0,0,0
935,216,16,2,216,0,0,0,0,0
937,289,11,0,289,0,0,0,0,0
938,330,8,0,330,0,0,0,0,0
939,320,2,0,320,0,0,0,0,0
940,355,9,0,355,0,0,0,0,0
941,242,4,0,242,0,0,0,0,0
942,471,13,0,471,0,0,0,0,0
943,320,7,0,320,0,0,0,0,0
944,486,2,0,486,0,0,0,0,0
945,353,6,0,353,0,0,0,0,0
946,469,10,0,469,0,0,0,0,0
947,271,37,1,271,0,0,0,0,0
948,228,3,0,228,0,0,0,0,0
949,495,11,0,495,0,0,0,0,0
950,381,5,0,381,0,0,0,0,0
951,480,10,0,480,0,0,0,0,0
952,140,6,0,140,0,0,0,0,0
953,443,11,0,443,0,0,0,0,0
954,182,1,16,182,0,0,0,0,0
955,121,0,1,121,0,0,0,0,0
956,49,9,0,49,0,0,0,0,0
958,230,6,0,230,0,0,0,0,0
959,192,26,2,192,0,0,0,0,0
960,417,11,0,417,0,0,0,0,0
961,552,8,0,552,0,0,0,0,0
963,130,19,1,130,0,0,0,0,0
964,100,11,0,100,0,0,0,0,0
966,385,16,191,385,0,0,0,0,0
967,108,16,2,108,0,0,0,0,0
968,368,12,0,368,0,0,0,0,0
969,307,18,0,307,0,0,0,0,0
970,176,4,1,176,0,0,0,0,0
971,246,13,1,246,0,0,0,0,0
972,152,30,0,152,0,0,0,0,0
973,286,5,0,286,0,0,0,0,0
975,25,8,0,25,0,0,0,0,0
976,21,2,0,21,0,0,0,0,0
977,318,7,1,318,0,0,0,0,0
978,370,16,1,370,0,0,0,0,0
979,58,3,0,58,0,0,0,0,0
980,45,0,0,45,0,0,0,0,0
981,69,0,0,69,0,0,0,0,0
982,135,2,0,135,0,0,0,0,0
983,212,11,3,212,0,0,0,0,0
984,184,3,1,184,0,0,0,0,0
985,103,0,0,103,0,0,0,0,0
986,302,9,0,302,0,0,0,0,0
987,246,9,2,246,0,0,0,0,0
988,117,0,0,117,0,0,0,0,0
989,52,12,0,52,0,0,0,0,0
990,317,8,0,317,0,0,0,0,0
991,189,13,1,189,0,0,0,0,0
992,192,19,0,192,0,0,0,0,0
993,96,8,0,96,0,0,0,0,0
994,112,11,0,112,0,0,0,0,0
995,124,12,0,124,0,0,0,0,0
996,155,5,0,155,0,0,0,0,0
997,167,16,0,167,0,0,0,0,0
998,157,13,0,157,0,0,0,0,0
1000,230,20,0,230,0,0,0,0,0
1001,136,5,1,136,0,0,0,0,0
1002,131,0,0,131,0,0,0,0,0
1004,129,13,0,129,0,0,0,0,0
1009,88,3,0,88,0,0,0,0,0
1012,948,7,0,948,0,0,0,0,0
1013,1552,23,0,1552,0,0,0,0,0
1014,1580,14,1,1580,0,0,0,0,0
1024,102,1,0,102,0,0,0,0,0
1025,160,3,0,160,0,0,0,0,0
1026,1575,15,3,1575,0,0,0,0,0
1028,1194,14,0,1194,0,0,0,0,0
1031,1145,25,0,1145,0,0,0,0,0
1033,2024,23,1,2024,0,0,0,0,0
1035,951,10,0,951,0,0,0,0,0
1037,1139,57,0,1139,0,0,0,0,0
1041,952,4,0,952,0,0,0,0,0
1042,1999,22,0,1999,0,0,0,0,0
1046,948,5,0,948,0,0,0,0,0
1047,1,0,0,1,0,0,0,0,0
1048,1914,0,2,1914,0,0,0,0,0
